0.20269,0.49732,0.049789,-0.18629
0.21522,0.1026,0.47226,0.14213
-0.54274,-0.75233,-0.98931,-0.69091
-0.79861,-0.38927,-1.1952,-0.4395
-0.9622,-0.99206,-0.90494,-0.33952
-0.14952,-0.1084,-0.33916,0.17212
-0.060052,-0.35206,-0.61714,-1.0665
-0.2734,0.1392,0.40824,0.11142
0.96958,-0.019357,1.3868,0.85419
0.80903,0.32358,1.0355,0.48779
0.51588,0.6959,0.5864,-0.025202
0.12552,-0.3709,-0.52587,-0.56365
0.40444,0.23607,-0.089439,0.33885
0.54869,0.90657,0.69393,0.75561
-0.84301,-0.47111,-0.92386,0.11979
-0.12621,-0.12188,-0.46764,-0.023163
-0.78075,-0.17278,-0.47811,-0.68235
0.22396,-0.42341,-0.30875,0.16615
-0.46816,-0.31207,-0.48063,0.67564
-0.31968,-0.10786,-0.34555,-0.12773
